"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Greece (GR)","21.12.2017 23:00 - 22.12.2017 00:00 (CET)","n/e","1825","n/e","2401","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","917"
"Greece (GR)","22.12.2017 00:00 - 22.12.2017 01:00 (CET)","n/e","1713","n/e","1918","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","930"
"Greece (GR)","22.12.2017 01:00 - 22.12.2017 02:00 (CET)","n/e","1723","n/e","1784","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","914"
"Greece (GR)","22.12.2017 02:00 - 22.12.2017 03:00 (CET)","n/e","1708","n/e","1631","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","883"
"Greece (GR)","22.12.2017 03:00 - 22.12.2017 04:00 (CET)","n/e","1640","n/e","1551","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","917"
"Greece (GR)","22.12.2017 04:00 - 22.12.2017 05:00 (CET)","n/e","1637","n/e","1591","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","945"
"Greece (GR)","22.12.2017 05:00 - 22.12.2017 06:00 (CET)","n/e","1659","n/e","1929","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1017"
"Greece (GR)","22.12.2017 06:00 - 22.12.2017 07:00 (CET)","n/e","1681","n/e","2599","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","941"
"Greece (GR)","22.12.2017 07:00 - 22.12.2017 08:00 (CET)","n/e","1726","n/e","3068","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","20","n/e","n/e","934"
"Greece (GR)","22.12.2017 08:00 - 22.12.2017 09:00 (CET)","n/e","1765","n/e","3252","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","75","n/e","n/e","1005"
"Greece (GR)","22.12.2017 09:00 - 22.12.2017 10:00 (CET)","n/e","1668","n/e","3354","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","157","n/e","n/e","1024"
"Greece (GR)","22.12.2017 10:00 - 22.12.2017 11:00 (CET)","n/e","1657","n/e","3402","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","188","n/e","n/e","1058"
"Greece (GR)","22.12.2017 11:00 - 22.12.2017 12:00 (CET)","n/e","1685","n/e","3392","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","191","n/e","n/e","1028"
"Greece (GR)","22.12.2017 12:00 - 22.12.2017 13:00 (CET)","n/e","1743","n/e","3317","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","186","n/e","n/e","1043"
"Greece (GR)","22.12.2017 13:00 - 22.12.2017 14:00 (CET)","n/e","1723","n/e","3311","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","143","n/e","n/e","1062"
"Greece (GR)","22.12.2017 14:00 - 22.12.2017 15:00 (CET)","n/e","1719","n/e","3438","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","85","n/e","n/e","1088"
"Greece (GR)","22.12.2017 15:00 - 22.12.2017 16:00 (CET)","n/e","1835","n/e","3500","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","17","n/e","n/e","1103"
"Greece (GR)","22.12.2017 16:00 - 22.12.2017 17:00 (CET)","n/e","1914","n/e","3467","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1098"
"Greece (GR)","22.12.2017 17:00 - 22.12.2017 18:00 (CET)","n/e","1894","n/e","3445","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1086"
"Greece (GR)","22.12.2017 18:00 - 22.12.2017 19:00 (CET)","n/e","1882","n/e","3304","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1108"
"Greece (GR)","22.12.2017 19:00 - 22.12.2017 20:00 (CET)","n/e","1872","n/e","3424","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1096"
"Greece (GR)","22.12.2017 20:00 - 22.12.2017 21:00 (CET)","n/e","1858","n/e","3387","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1075"
"Greece (GR)","22.12.2017 21:00 - 22.12.2017 22:00 (CET)","n/e","1831","n/e","3168","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1066"
"Greece (GR)","22.12.2017 22:00 - 22.12.2017 23:00 (CET)","n/e","1838","n/e","3062","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1039"
"Greece (GR)","22.12.2017 23:00 - 23.12.2017 00:00 (CET)","n/e","1841","n/e","2423","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1031"
"Greece (GR)","23.12.2017 00:00 - 23.12.2017 01:00 (CET)","n/e","1768","n/e","1677","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1024"
"Greece (GR)","23.12.2017 01:00 - 23.12.2017 02:00 (CET)","n/e","1674","n/e","1631","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1038"
"Greece (GR)","23.12.2017 02:00 - 23.12.2017 03:00 (CET)","n/e","1650","n/e","1585","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1030"
"Greece (GR)","23.12.2017 03:00 - 23.12.2017 04:00 (CET)","n/e","1655","n/e","1602","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1031"
"Greece (GR)","23.12.2017 04:00 - 23.12.2017 05:00 (CET)","n/e","1663","n/e","1566","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1052"
"Greece (GR)","23.12.2017 05:00 - 23.12.2017 06:00 (CET)","n/e","1632","n/e","1558","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1092"
"Greece (GR)","23.12.2017 06:00 - 23.12.2017 07:00 (CET)","n/e","1624","n/e","1608","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1161"
"Greece (GR)","23.12.2017 07:00 - 23.12.2017 08:00 (CET)","n/e","1699","n/e","1960","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","89","n/e","n/e","1178"
"Greece (GR)","23.12.2017 08:00 - 23.12.2017 09:00 (CET)","n/e","1867","n/e","2274","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","382","n/e","n/e","1178"
"Greece (GR)","23.12.2017 09:00 - 23.12.2017 10:00 (CET)","n/e","1906","n/e","2180","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","710","n/e","n/e","1135"
"Greece (GR)","23.12.2017 10:00 - 23.12.2017 11:00 (CET)","n/e","1927","n/e","1989","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","860","n/e","n/e","1119"
"Greece (GR)","23.12.2017 11:00 - 23.12.2017 12:00 (CET)","n/e","1859","n/e","1896","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","923","n/e","n/e","1105"
"Greece (GR)","23.12.2017 12:00 - 23.12.2017 13:00 (CET)","n/e","1781","n/e","1797","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","986","n/e","n/e","1104"
"Greece (GR)","23.12.2017 13:00 - 23.12.2017 14:00 (CET)","n/e","1746","n/e","1924","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","864","n/e","n/e","1112"
"Greece (GR)","23.12.2017 14:00 - 23.12.2017 15:00 (CET)","n/e","1717","n/e","2413","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","534","n/e","n/e","1116"
"Greece (GR)","23.12.2017 15:00 - 23.12.2017 16:00 (CET)","n/e","1886","n/e","2843","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","140","n/e","n/e","1115"
"Greece (GR)","23.12.2017 16:00 - 23.12.2017 17:00 (CET)","n/e","2117","n/e","3080","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","1088"
"Greece (GR)","23.12.2017 17:00 - 23.12.2017 18:00 (CET)","n/e","2126","n/e","3376","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1053"
"Greece (GR)","23.12.2017 18:00 - 23.12.2017 19:00 (CET)","n/e","2221","n/e","3350","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1019"
"Greece (GR)","23.12.2017 19:00 - 23.12.2017 20:00 (CET)","n/e","2312","n/e","3039","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1057"
"Greece (GR)","23.12.2017 20:00 - 23.12.2017 21:00 (CET)","n/e","2320","n/e","3128","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1007"
"Greece (GR)","23.12.2017 21:00 - 23.12.2017 22:00 (CET)","n/e","2223","n/e","2823","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1063"
"Greece (GR)","23.12.2017 22:00 - 23.12.2017 23:00 (CET)","n/e","2060","n/e","2551","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1025"
"Greece (GR)","23.12.2017 23:00 - 24.12.2017 00:00 (CET)","n/e","1832","n/e","2042","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","993"
"Greece (GR)","24.12.2017 00:00 - 24.12.2017 01:00 (CET)","n/e","1808","n/e","1376","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","909"
"Greece (GR)","24.12.2017 01:00 - 24.12.2017 02:00 (CET)","n/e","1764","n/e","1351","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","854"
"Greece (GR)","24.12.2017 02:00 - 24.12.2017 03:00 (CET)","n/e","1747","n/e","1385","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","838"
"Greece (GR)","24.12.2017 03:00 - 24.12.2017 04:00 (CET)","n/e","1752","n/e","1256","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","800"
"Greece (GR)","24.12.2017 04:00 - 24.12.2017 05:00 (CET)","n/e","1739","n/e","1246","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","807"
"Greece (GR)","24.12.2017 05:00 - 24.12.2017 06:00 (CET)","n/e","1730","n/e","1362","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","801"
"Greece (GR)","24.12.2017 06:00 - 24.12.2017 07:00 (CET)","n/e","1859","n/e","1541","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","747"
"Greece (GR)","24.12.2017 07:00 - 24.12.2017 08:00 (CET)","n/e","1956","n/e","1743","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","121","n/e","n/e","713"
"Greece (GR)","24.12.2017 08:00 - 24.12.2017 09:00 (CET)","n/e","1936","n/e","1855","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","521","n/e","n/e","685"
"Greece (GR)","24.12.2017 09:00 - 24.12.2017 10:00 (CET)","n/e","1876","n/e","1801","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","943","n/e","n/e","615"
"Greece (GR)","24.12.2017 10:00 - 24.12.2017 11:00 (CET)","n/e","1785","n/e","1620","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1220","n/e","n/e","650"
"Greece (GR)","24.12.2017 11:00 - 24.12.2017 12:00 (CET)","n/e","1717","n/e","1600","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1344","n/e","n/e","596"
"Greece (GR)","24.12.2017 12:00 - 24.12.2017 13:00 (CET)","n/e","1702","n/e","1571","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1336","n/e","n/e","570"
"Greece (GR)","24.12.2017 13:00 - 24.12.2017 14:00 (CET)","n/e","1714","n/e","1682","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1139","n/e","n/e","495"
"Greece (GR)","24.12.2017 14:00 - 24.12.2017 15:00 (CET)","n/e","1728","n/e","2316","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","712","n/e","n/e","439"
"Greece (GR)","24.12.2017 15:00 - 24.12.2017 16:00 (CET)","n/e","1813","n/e","3008","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","189","n/e","n/e","437"
"Greece (GR)","24.12.2017 16:00 - 24.12.2017 17:00 (CET)","n/e","1949","n/e","3422","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","488"
"Greece (GR)","24.12.2017 17:00 - 24.12.2017 18:00 (CET)","n/e","2038","n/e","3504","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","516"
"Greece (GR)","24.12.2017 18:00 - 24.12.2017 19:00 (CET)","n/e","2131","n/e","3508","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","496"
"Greece (GR)","24.12.2017 19:00 - 24.12.2017 20:00 (CET)","n/e","2064","n/e","3406","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","442"
"Greece (GR)","24.12.2017 20:00 - 24.12.2017 21:00 (CET)","n/e","2023","n/e","3010","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","441"
"Greece (GR)","24.12.2017 21:00 - 24.12.2017 22:00 (CET)","n/e","1999","n/e","2777","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","410"
"Greece (GR)","24.12.2017 22:00 - 24.12.2017 23:00 (CET)","n/e","1967","n/e","2575","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","384"
"Greece (GR)","24.12.2017 23:00 - 25.12.2017 00:00 (CET)","n/e","1957","n/e","2098","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","332"
"Greece (GR)","25.12.2017 00:00 - 25.12.2017 01:00 (CET)","n/e","1936","n/e","1377","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","298"
"Greece (GR)","25.12.2017 01:00 - 25.12.2017 02:00 (CET)","n/e","1893","n/e","1379","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","238"
"Greece (GR)","25.12.2017 02:00 - 25.12.2017 03:00 (CET)","n/e","1896","n/e","1237","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","212"
"Greece (GR)","25.12.2017 03:00 - 25.12.2017 04:00 (CET)","n/e","1864","n/e","1123","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","230"
"Greece (GR)","25.12.2017 04:00 - 25.12.2017 05:00 (CET)","n/e","1868","n/e","1111","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","265"
"Greece (GR)","25.12.2017 05:00 - 25.12.2017 06:00 (CET)","n/e","1876","n/e","1220","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","260"
"Greece (GR)","25.12.2017 06:00 - 25.12.2017 07:00 (CET)","n/e","1911","n/e","1388","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","240"
"Greece (GR)","25.12.2017 07:00 - 25.12.2017 08:00 (CET)","n/e","1967","n/e","1528","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","191","n/e","n/e","189"
"Greece (GR)","25.12.2017 08:00 - 25.12.2017 09:00 (CET)","n/e","1986","n/e","1654","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","723","n/e","n/e","180"
"Greece (GR)","25.12.2017 09:00 - 25.12.2017 10:00 (CET)","n/e","2011","n/e","1641","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1170","n/e","n/e","168"
"Greece (GR)","25.12.2017 10:00 - 25.12.2017 11:00 (CET)","n/e","1957","n/e","1676","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1390","n/e","n/e","146"
"Greece (GR)","25.12.2017 11:00 - 25.12.2017 12:00 (CET)","n/e","1915","n/e","1592","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1447","n/e","n/e","141"
"Greece (GR)","25.12.2017 12:00 - 25.12.2017 13:00 (CET)","n/e","1856","n/e","1448","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1381","n/e","n/e","131"
"Greece (GR)","25.12.2017 13:00 - 25.12.2017 14:00 (CET)","n/e","1821","n/e","1189","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1160","n/e","n/e","101"
"Greece (GR)","25.12.2017 14:00 - 25.12.2017 15:00 (CET)","n/e","1842","n/e","1371","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","723","n/e","n/e","88"
"Greece (GR)","25.12.2017 15:00 - 25.12.2017 16:00 (CET)","n/e","1840","n/e","1819","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","194","n/e","n/e","69"
"Greece (GR)","25.12.2017 16:00 - 25.12.2017 17:00 (CET)","n/e","1886","n/e","2431","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","74"
"Greece (GR)","25.12.2017 17:00 - 25.12.2017 18:00 (CET)","n/e","2032","n/e","2858","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","71"
"Greece (GR)","25.12.2017 18:00 - 25.12.2017 19:00 (CET)","n/e","2112","n/e","2789","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","70"
"Greece (GR)","25.12.2017 19:00 - 25.12.2017 20:00 (CET)","n/e","2127","n/e","2762","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","72"
"Greece (GR)","25.12.2017 20:00 - 25.12.2017 21:00 (CET)","n/e","2088","n/e","2906","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","64"
"Greece (GR)","25.12.2017 21:00 - 25.12.2017 22:00 (CET)","n/e","2043","n/e","2718","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","47"
"Greece (GR)","25.12.2017 22:00 - 25.12.2017 23:00 (CET)","n/e","1999","n/e","2443","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","52"
"Greece (GR)","25.12.2017 23:00 - 26.12.2017 00:00 (CET)","n/e","1970","n/e","2032","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","58"
"Greece (GR)","26.12.2017 00:00 - 26.12.2017 01:00 (CET)","n/e","1954","n/e","1538","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","82"
"Greece (GR)","26.12.2017 01:00 - 26.12.2017 02:00 (CET)","n/e","1911","n/e","1328","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","95"
"Greece (GR)","26.12.2017 02:00 - 26.12.2017 03:00 (CET)","n/e","1894","n/e","1198","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","122"
"Greece (GR)","26.12.2017 03:00 - 26.12.2017 04:00 (CET)","n/e","1890","n/e","1152","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","159"
"Greece (GR)","26.12.2017 04:00 - 26.12.2017 05:00 (CET)","n/e","1877","n/e","1150","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","216"
"Greece (GR)","26.12.2017 05:00 - 26.12.2017 06:00 (CET)","n/e","1819","n/e","1150","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","268"
"Greece (GR)","26.12.2017 06:00 - 26.12.2017 07:00 (CET)","n/e","1811","n/e","1168","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","317"
"Greece (GR)","26.12.2017 07:00 - 26.12.2017 08:00 (CET)","n/e","1787","n/e","1240","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","153","n/e","n/e","384"
"Greece (GR)","26.12.2017 08:00 - 26.12.2017 09:00 (CET)","n/e","1780","n/e","1246","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","585","n/e","n/e","420"
"Greece (GR)","26.12.2017 09:00 - 26.12.2017 10:00 (CET)","n/e","1781","n/e","1254","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","970","n/e","n/e","472"
"Greece (GR)","26.12.2017 10:00 - 26.12.2017 11:00 (CET)","n/e","1824","n/e","1264","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1196","n/e","n/e","521"
"Greece (GR)","26.12.2017 11:00 - 26.12.2017 12:00 (CET)","n/e","1781","n/e","1198","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1268","n/e","n/e","564"
"Greece (GR)","26.12.2017 12:00 - 26.12.2017 13:00 (CET)","n/e","1760","n/e","1198","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1185","n/e","n/e","617"
"Greece (GR)","26.12.2017 13:00 - 26.12.2017 14:00 (CET)","n/e","1770","n/e","1322","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","952","n/e","n/e","683"
"Greece (GR)","26.12.2017 14:00 - 26.12.2017 15:00 (CET)","n/e","1780","n/e","1479","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","600","n/e","n/e","656"
"Greece (GR)","26.12.2017 15:00 - 26.12.2017 16:00 (CET)","n/e","1827","n/e","1913","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","167","n/e","n/e","629"
"Greece (GR)","26.12.2017 16:00 - 26.12.2017 17:00 (CET)","n/e","1944","n/e","2400","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","624"
"Greece (GR)","26.12.2017 17:00 - 26.12.2017 18:00 (CET)","n/e","2018","n/e","2718","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","621"
"Greece (GR)","26.12.2017 18:00 - 26.12.2017 19:00 (CET)","n/e","2000","n/e","2617","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","637"
"Greece (GR)","26.12.2017 19:00 - 26.12.2017 20:00 (CET)","n/e","1943","n/e","2633","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","638"
