"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|GR","16.05.2020 05:00 - 16.05.2020 06:00 (CET)","n/e","408","n/e","1889","n/e","0","n/e","n/e","n/e","0","","n/e","98","n/e","n/e","n/e","n/e","19","n/e","n/e","216"
"BZN|GR","16.05.2020 06:00 - 16.05.2020 07:00 (CET)","n/e","400","n/e","2063","n/e","0","n/e","n/e","n/e","0","","n/e","93","n/e","n/e","n/e","n/e","190","n/e","n/e","190"
"BZN|GR","16.05.2020 07:00 - 16.05.2020 08:00 (CET)","n/e","395","n/e","2254","n/e","0","n/e","n/e","n/e","0","","n/e","160","n/e","n/e","n/e","n/e","539","n/e","n/e","106"
"BZN|GR","16.05.2020 08:00 - 16.05.2020 09:00 (CET)","n/e","405","n/e","2290","n/e","0","n/e","n/e","n/e","0","","n/e","244","n/e","n/e","n/e","n/e","937","n/e","n/e","61"
"BZN|GR","16.05.2020 09:00 - 16.05.2020 10:00 (CET)","n/e","401","n/e","2245","n/e","0","n/e","n/e","n/e","0","","n/e","310","n/e","n/e","n/e","n/e","1290","n/e","n/e","97"
"BZN|GR","16.05.2020 10:00 - 16.05.2020 11:00 (CET)","n/e","389","n/e","2328","n/e","0","n/e","n/e","n/e","0","","n/e","297","n/e","n/e","n/e","n/e","1483","n/e","n/e","140"
"BZN|GR","16.05.2020 11:00 - 16.05.2020 12:00 (CET)","n/e","407","n/e","2397","n/e","0","n/e","n/e","n/e","0","","n/e","364","n/e","n/e","n/e","n/e","1574","n/e","n/e","137"
"BZN|GR","16.05.2020 12:00 - 16.05.2020 13:00 (CET)","n/e","411","n/e","2415","n/e","0","n/e","n/e","n/e","0","","n/e","352","n/e","n/e","n/e","n/e","1598","n/e","n/e","140"
"BZN|GR","16.05.2020 13:00 - 16.05.2020 14:00 (CET)","n/e","400","n/e","2236","n/e","0","n/e","n/e","n/e","0","","n/e","281","n/e","n/e","n/e","n/e","1560","n/e","n/e","147"
"BZN|GR","16.05.2020 14:00 - 16.05.2020 15:00 (CET)","n/e","380","n/e","2275","n/e","0","n/e","n/e","n/e","0","","n/e","123","n/e","n/e","n/e","n/e","1386","n/e","n/e","143"
"BZN|GR","16.05.2020 15:00 - 16.05.2020 16:00 (CET)","n/e","380","n/e","2328","n/e","0","n/e","n/e","n/e","0","","n/e","118","n/e","n/e","n/e","n/e","1124","n/e","n/e","170"
"BZN|GR","16.05.2020 16:00 - 16.05.2020 17:00 (CET)","n/e","408","n/e","2591","n/e","0","n/e","n/e","n/e","0","","n/e","118","n/e","n/e","n/e","n/e","798","n/e","n/e","169"
"BZN|GR","16.05.2020 17:00 - 16.05.2020 18:00 (CET)","n/e","409","n/e","2709","n/e","0","n/e","n/e","n/e","87","","n/e","271","n/e","n/e","n/e","n/e","437","n/e","n/e","191"
"BZN|GR","16.05.2020 18:00 - 16.05.2020 19:00 (CET)","n/e","379","n/e","2590","n/e","0","n/e","n/e","n/e","185","","n/e","659","n/e","n/e","n/e","n/e","144","n/e","n/e","212"
"BZN|GR","16.05.2020 19:00 - 16.05.2020 20:00 (CET)","n/e","379","n/e","2578","n/e","0","n/e","n/e","n/e","223","","n/e","856","n/e","n/e","n/e","n/e","8","n/e","n/e","233"
"BZN|GR","16.05.2020 20:00 - 16.05.2020 21:00 (CET)","n/e","379","n/e","2742","n/e","0","n/e","n/e","n/e","221","","n/e","878","n/e","n/e","n/e","n/e","0","n/e","n/e","201"
"BZN|GR","16.05.2020 21:00 - 16.05.2020 22:00 (CET)","n/e","381","n/e","2497","n/e","0","n/e","n/e","n/e","107","","n/e","810","n/e","n/e","n/e","n/e","0","n/e","n/e","191"
"BZN|GR","16.05.2020 22:00 - 16.05.2020 23:00 (CET)","n/e","379","n/e","2539","n/e","0","n/e","n/e","n/e","84","","n/e","406","n/e","n/e","n/e","n/e","0","n/e","n/e","171"
"BZN|GR","16.05.2020 23:00 - 17.05.2020 00:00 (CET)","n/e","381","n/e","2485","n/e","0","n/e","n/e","n/e","0","","n/e","211","n/e","n/e","n/e","n/e","0","n/e","n/e","171"
"BZN|GR","17.05.2020 00:00 - 17.05.2020 01:00 (CET)","n/e","376","n/e","2250","n/e","0","n/e","n/e","n/e","0","","n/e","178","n/e","n/e","n/e","n/e","0","n/e","n/e","191"
"BZN|GR","17.05.2020 01:00 - 17.05.2020 02:00 (CET)","n/e","379","n/e","2053","n/e","0","n/e","n/e","n/e","0","","n/e","179","n/e","n/e","n/e","n/e","0","n/e","n/e","195"
"BZN|GR","17.05.2020 02:00 - 17.05.2020 03:00 (CET)","n/e","380","n/e","1987","n/e","0","n/e","n/e","n/e","0","","n/e","81","n/e","n/e","n/e","n/e","0","n/e","n/e","206"
"BZN|GR","17.05.2020 03:00 - 17.05.2020 04:00 (CET)","n/e","381","n/e","1879","n/e","0","n/e","n/e","n/e","0","","n/e","79","n/e","n/e","n/e","n/e","0","n/e","n/e","213"
"BZN|GR","17.05.2020 04:00 - 17.05.2020 05:00 (CET)","n/e","381","n/e","1745","n/e","0","n/e","n/e","n/e","0","","n/e","106","n/e","n/e","n/e","n/e","0","n/e","n/e","228"
"BZN|GR","17.05.2020 05:00 - 17.05.2020 06:00 (CET)","n/e","379","n/e","1618","n/e","0","n/e","n/e","n/e","0","","n/e","93","n/e","n/e","n/e","n/e","15","n/e","n/e","246"
"BZN|GR","17.05.2020 06:00 - 17.05.2020 07:00 (CET)","n/e","381","n/e","1651","n/e","0","n/e","n/e","n/e","0","","n/e","78","n/e","n/e","n/e","n/e","173","n/e","n/e","238"
"BZN|GR","17.05.2020 07:00 - 17.05.2020 08:00 (CET)","n/e","382","n/e","1716","n/e","0","n/e","n/e","n/e","0","","n/e","106","n/e","n/e","n/e","n/e","435","n/e","n/e","253"
"BZN|GR","17.05.2020 08:00 - 17.05.2020 09:00 (CET)","n/e","382","n/e","1822","n/e","0","n/e","n/e","n/e","0","","n/e","150","n/e","n/e","n/e","n/e","783","n/e","n/e","221"
"BZN|GR","17.05.2020 09:00 - 17.05.2020 10:00 (CET)","n/e","395","n/e","1982","n/e","0","n/e","n/e","n/e","0","","n/e","168","n/e","n/e","n/e","n/e","1120","n/e","n/e","181"
"BZN|GR","17.05.2020 10:00 - 17.05.2020 11:00 (CET)","n/e","430","n/e","2123","n/e","0","n/e","n/e","n/e","0","","n/e","168","n/e","n/e","n/e","n/e","1361","n/e","n/e","143"
"BZN|GR","17.05.2020 11:00 - 17.05.2020 12:00 (CET)","n/e","440","n/e","2103","n/e","0","n/e","n/e","n/e","26","","n/e","264","n/e","n/e","n/e","n/e","1503","n/e","n/e","136"
"BZN|GR","17.05.2020 12:00 - 17.05.2020 13:00 (CET)","n/e","438","n/e","2038","n/e","0","n/e","n/e","n/e","31","","n/e","252","n/e","n/e","n/e","n/e","1546","n/e","n/e","149"
"BZN|GR","17.05.2020 13:00 - 17.05.2020 14:00 (CET)","n/e","419","n/e","1793","n/e","0","n/e","n/e","n/e","4","","n/e","185","n/e","n/e","n/e","n/e","1513","n/e","n/e","164"
"BZN|GR","17.05.2020 14:00 - 17.05.2020 15:00 (CET)","n/e","400","n/e","1691","n/e","0","n/e","n/e","n/e","0","","n/e","101","n/e","n/e","n/e","n/e","1388","n/e","n/e","196"
"BZN|GR","17.05.2020 15:00 - 17.05.2020 16:00 (CET)","n/e","392","n/e","1820","n/e","0","n/e","n/e","n/e","0","","n/e","80","n/e","n/e","n/e","n/e","1148","n/e","n/e","222"
"BZN|GR","17.05.2020 16:00 - 17.05.2020 17:00 (CET)","n/e","395","n/e","2208","n/e","0","n/e","n/e","n/e","0","","n/e","92","n/e","n/e","n/e","n/e","807","n/e","n/e","217"
"BZN|GR","17.05.2020 17:00 - 17.05.2020 18:00 (CET)","n/e","397","n/e","2508","n/e","0","n/e","n/e","n/e","71","","n/e","318","n/e","n/e","n/e","n/e","452","n/e","n/e","184"
"BZN|GR","17.05.2020 18:00 - 17.05.2020 19:00 (CET)","n/e","397","n/e","2543","n/e","0","n/e","n/e","n/e","118","","n/e","587","n/e","n/e","n/e","n/e","159","n/e","n/e","158"
"BZN|GR","17.05.2020 19:00 - 17.05.2020 20:00 (CET)","n/e","397","n/e","2576","n/e","0","n/e","n/e","n/e","206","","n/e","850","n/e","n/e","n/e","n/e","13","n/e","n/e","110"
"BZN|GR","17.05.2020 20:00 - 17.05.2020 21:00 (CET)","n/e","428","n/e","2522","n/e","0","n/e","n/e","n/e","197","","n/e","1225","n/e","n/e","n/e","n/e","0","n/e","n/e","119"
"BZN|GR","17.05.2020 21:00 - 17.05.2020 22:00 (CET)","n/e","403","n/e","2353","n/e","0","n/e","n/e","n/e","160","","n/e","1027","n/e","n/e","n/e","n/e","0","n/e","n/e","203"
"BZN|GR","17.05.2020 22:00 - 17.05.2020 23:00 (CET)","n/e","396","n/e","2418","n/e","0","n/e","n/e","n/e","134","","n/e","499","n/e","n/e","n/e","n/e","0","n/e","n/e","268"
"BZN|GR","17.05.2020 23:00 - 18.05.2020 00:00 (CET)","n/e","390","n/e","2192","n/e","0","n/e","n/e","n/e","67","","n/e","332","n/e","n/e","n/e","n/e","0","n/e","n/e","283"
"BZN|GR","18.05.2020 00:00 - 18.05.2020 01:00 (CET)","n/e","402","n/e","1792","n/e","0","n/e","n/e","n/e","0","","n/e","459","n/e","n/e","n/e","n/e","0","n/e","n/e","263"
"BZN|GR","18.05.2020 01:00 - 18.05.2020 02:00 (CET)","n/e","432","n/e","1528","n/e","0","n/e","n/e","n/e","0","","n/e","435","n/e","n/e","n/e","n/e","0","n/e","n/e","258"
"BZN|GR","18.05.2020 02:00 - 18.05.2020 03:00 (CET)","n/e","436","n/e","1586","n/e","0","n/e","n/e","n/e","0","","n/e","351","n/e","n/e","n/e","n/e","0","n/e","n/e","249"
"BZN|GR","18.05.2020 03:00 - 18.05.2020 04:00 (CET)","n/e","438","n/e","1659","n/e","0","n/e","n/e","n/e","0","","n/e","227","n/e","n/e","n/e","n/e","0","n/e","n/e","250"
"BZN|GR","18.05.2020 04:00 - 18.05.2020 05:00 (CET)","n/e","438","n/e","1752","n/e","0","n/e","n/e","n/e","0","","n/e","169","n/e","n/e","n/e","n/e","0","n/e","n/e","270"
"BZN|GR","18.05.2020 05:00 - 18.05.2020 06:00 (CET)","n/e","449","n/e","1799","n/e","0","n/e","n/e","n/e","0","","n/e","134","n/e","n/e","n/e","n/e","23","n/e","n/e","309"
"BZN|GR","18.05.2020 06:00 - 18.05.2020 07:00 (CET)","n/e","421","n/e","2101","n/e","0","n/e","n/e","n/e","0","","n/e","127","n/e","n/e","n/e","n/e","202","n/e","n/e","340"
"BZN|GR","18.05.2020 07:00 - 18.05.2020 08:00 (CET)","n/e","397","n/e","2410","n/e","0","n/e","n/e","n/e","0","","n/e","165","n/e","n/e","n/e","n/e","536","n/e","n/e","355"
"BZN|GR","18.05.2020 08:00 - 18.05.2020 09:00 (CET)","n/e","389","n/e","2365","n/e","0","n/e","n/e","n/e","0","","n/e","261","n/e","n/e","n/e","n/e","960","n/e","n/e","352"
"BZN|GR","18.05.2020 09:00 - 18.05.2020 10:00 (CET)","n/e","397","n/e","2273","n/e","0","n/e","n/e","n/e","0","","n/e","356","n/e","n/e","n/e","n/e","1320","n/e","n/e","361"
"BZN|GR","18.05.2020 10:00 - 18.05.2020 11:00 (CET)","n/e","434","n/e","2304","n/e","0","n/e","n/e","n/e","0","","n/e","381","n/e","n/e","n/e","n/e","1569","n/e","n/e","318"
"BZN|GR","18.05.2020 11:00 - 18.05.2020 12:00 (CET)","n/e","436","n/e","2443","n/e","0","n/e","n/e","n/e","0","","n/e","389","n/e","n/e","n/e","n/e","1726","n/e","n/e","269"
"BZN|GR","18.05.2020 12:00 - 18.05.2020 13:00 (CET)","n/e","436","n/e","2503","n/e","0","n/e","n/e","n/e","0","","n/e","426","n/e","n/e","n/e","n/e","1770","n/e","n/e","249"
"BZN|GR","18.05.2020 13:00 - 18.05.2020 14:00 (CET)","n/e","433","n/e","2518","n/e","0","n/e","n/e","n/e","0","","n/e","271","n/e","n/e","n/e","n/e","1702","n/e","n/e","278"
"BZN|GR","18.05.2020 14:00 - 18.05.2020 15:00 (CET)","n/e","430","n/e","2559","n/e","0","n/e","n/e","n/e","0","","n/e","144","n/e","n/e","n/e","n/e","1545","n/e","n/e","326"
"BZN|GR","18.05.2020 15:00 - 18.05.2020 16:00 (CET)","n/e","401","n/e","2562","n/e","0","n/e","n/e","n/e","0","","n/e","148","n/e","n/e","n/e","n/e","1261","n/e","n/e","386"
"BZN|GR","18.05.2020 16:00 - 18.05.2020 17:00 (CET)","n/e","385","n/e","2758","n/e","0","n/e","n/e","n/e","26","","n/e","220","n/e","n/e","n/e","n/e","858","n/e","n/e","411"
"BZN|GR","18.05.2020 17:00 - 18.05.2020 18:00 (CET)","n/e","384","n/e","2835","n/e","0","n/e","n/e","n/e","180","","n/e","393","n/e","n/e","n/e","n/e","432","n/e","n/e","379"
"BZN|GR","18.05.2020 18:00 - 18.05.2020 19:00 (CET)","n/e","386","n/e","2917","n/e","0","n/e","n/e","n/e","213","","n/e","585","n/e","n/e","n/e","n/e","144","n/e","n/e","381"
"BZN|GR","18.05.2020 19:00 - 18.05.2020 20:00 (CET)","n/e","387","n/e","2933","n/e","0","n/e","n/e","n/e","248","","n/e","712","n/e","n/e","n/e","n/e","9","n/e","n/e","459"
"BZN|GR","18.05.2020 20:00 - 18.05.2020 21:00 (CET)","n/e","387","n/e","2950","n/e","0","n/e","n/e","n/e","216","","n/e","694","n/e","n/e","n/e","n/e","0","n/e","n/e","566"
"BZN|GR","18.05.2020 21:00 - 18.05.2020 22:00 (CET)","n/e","386","n/e","2618","n/e","0","n/e","n/e","n/e","114","","n/e","483","n/e","n/e","n/e","n/e","0","n/e","n/e","625"
"BZN|GR","18.05.2020 22:00 - 18.05.2020 23:00 (CET)","n/e","387","n/e","2688","n/e","0","n/e","n/e","n/e","83","","n/e","126","n/e","n/e","n/e","n/e","0","n/e","n/e","690"
"BZN|GR","18.05.2020 23:00 - 19.05.2020 00:00 (CET)","n/e","389","n/e","2323","n/e","0","n/e","n/e","n/e","0","","n/e","44","n/e","n/e","n/e","n/e","0","n/e","n/e","673"
"BZN|GR","19.05.2020 00:00 - 19.05.2020 01:00 (CET)","n/e","410","n/e","2116","n/e","0","n/e","n/e","n/e","0","","n/e","42","n/e","n/e","n/e","n/e","0","n/e","n/e","640"
"BZN|GR","19.05.2020 01:00 - 19.05.2020 02:00 (CET)","n/e","414","n/e","2051","n/e","0","n/e","n/e","n/e","0","","n/e","42","n/e","n/e","n/e","n/e","0","n/e","n/e","648"
"BZN|GR","19.05.2020 02:00 - 19.05.2020 03:00 (CET)","n/e","393","n/e","2035","n/e","0","n/e","n/e","n/e","0","","n/e","42","n/e","n/e","n/e","n/e","0","n/e","n/e","627"
"BZN|GR","19.05.2020 03:00 - 19.05.2020 04:00 (CET)","n/e","392","n/e","1967","n/e","0","n/e","n/e","n/e","0","","n/e","43","n/e","n/e","n/e","n/e","0","n/e","n/e","646"
"BZN|GR","19.05.2020 04:00 - 19.05.2020 05:00 (CET)","n/e","394","n/e","1927","n/e","0","n/e","n/e","n/e","0","","n/e","68","n/e","n/e","n/e","n/e","0","n/e","n/e","637"
"BZN|GR","19.05.2020 05:00 - 19.05.2020 06:00 (CET)","n/e","394","n/e","1892","n/e","0","n/e","n/e","n/e","0","","n/e","69","n/e","n/e","n/e","n/e","23","n/e","n/e","639"
"BZN|GR","19.05.2020 06:00 - 19.05.2020 07:00 (CET)","n/e","397","n/e","2148","n/e","0","n/e","n/e","n/e","0","","n/e","108","n/e","n/e","n/e","n/e","191","n/e","n/e","652"
"BZN|GR","19.05.2020 07:00 - 19.05.2020 08:00 (CET)","n/e","417","n/e","2384","n/e","0","n/e","n/e","n/e","47","","n/e","83","n/e","n/e","n/e","n/e","493","n/e","n/e","675"
"BZN|GR","19.05.2020 08:00 - 19.05.2020 09:00 (CET)","n/e","439","n/e","2440","n/e","0","n/e","n/e","n/e","0","","n/e","186","n/e","n/e","n/e","n/e","856","n/e","n/e","543"
"BZN|GR","19.05.2020 09:00 - 19.05.2020 10:00 (CET)","n/e","447","n/e","2482","n/e","0","n/e","n/e","n/e","59","","n/e","205","n/e","n/e","n/e","n/e","1190","n/e","n/e","475"
"BZN|GR","19.05.2020 10:00 - 19.05.2020 11:00 (CET)","n/e","445","n/e","2517","n/e","0","n/e","n/e","n/e","98","","n/e","274","n/e","n/e","n/e","n/e","1446","n/e","n/e","443"
"BZN|GR","19.05.2020 11:00 - 19.05.2020 12:00 (CET)","n/e","444","n/e","2606","n/e","0","n/e","n/e","n/e","99","","n/e","335","n/e","n/e","n/e","n/e","1568","n/e","n/e","403"
"BZN|GR","19.05.2020 12:00 - 19.05.2020 13:00 (CET)","n/e","447","n/e","2599","n/e","0","n/e","n/e","n/e","98","","n/e","377","n/e","n/e","n/e","n/e","1603","n/e","n/e","368"
"BZN|GR","19.05.2020 13:00 - 19.05.2020 14:00 (CET)","n/e","445","n/e","2551","n/e","0","n/e","n/e","n/e","95","","n/e","287","n/e","n/e","n/e","n/e","1511","n/e","n/e","328"
"BZN|GR","19.05.2020 14:00 - 19.05.2020 15:00 (CET)","n/e","444","n/e","2601","n/e","0","n/e","n/e","n/e","10","","n/e","273","n/e","n/e","n/e","n/e","1335","n/e","n/e","338"
"BZN|GR","19.05.2020 15:00 - 19.05.2020 16:00 (CET)","n/e","446","n/e","2689","n/e","0","n/e","n/e","n/e","0","","n/e","238","n/e","n/e","n/e","n/e","1067","n/e","n/e","326"
"BZN|GR","19.05.2020 16:00 - 19.05.2020 17:00 (CET)","n/e","446","n/e","2776","n/e","0","n/e","n/e","n/e","0","","n/e","419","n/e","n/e","n/e","n/e","749","n/e","n/e","293"
"BZN|GR","19.05.2020 17:00 - 19.05.2020 18:00 (CET)","n/e","447","n/e","2938","n/e","0","n/e","n/e","n/e","17","","n/e","642","n/e","n/e","n/e","n/e","418","n/e","n/e","281"
"BZN|GR","19.05.2020 18:00 - 19.05.2020 19:00 (CET)","n/e","447","n/e","3000","n/e","0","n/e","n/e","n/e","99","","n/e","705","n/e","n/e","n/e","n/e","153","n/e","n/e","276"
"BZN|GR","19.05.2020 19:00 - 19.05.2020 20:00 (CET)","n/e","445","n/e","2941","n/e","0","n/e","n/e","n/e","142","","n/e","890","n/e","n/e","n/e","n/e","14","n/e","n/e","248"
"BZN|GR","19.05.2020 20:00 - 19.05.2020 21:00 (CET)","n/e","434","n/e","3036","n/e","0","n/e","n/e","n/e","211","","n/e","901","n/e","n/e","n/e","n/e","0","n/e","n/e","221"
"BZN|GR","19.05.2020 21:00 - 19.05.2020 22:00 (CET)","n/e","412","n/e","2995","n/e","0","n/e","n/e","n/e","102","","n/e","499","n/e","n/e","n/e","n/e","0","n/e","n/e","251"
"BZN|GR","19.05.2020 22:00 - 19.05.2020 23:00 (CET)","n/e","298","n/e","3053","n/e","0","n/e","n/e","n/e","22","","n/e","327","n/e","n/e","n/e","n/e","0","n/e","n/e","295"
"BZN|GR","19.05.2020 23:00 - 20.05.2020 00:00 (CET)","n/e","243","n/e","2793","n/e","0","n/e","n/e","n/e","0","","n/e","95","n/e","n/e","n/e","n/e","0","n/e","n/e","276"
"BZN|GR","20.05.2020 00:00 - 20.05.2020 01:00 (CET)","n/e","243","n/e","2344","n/e","0","n/e","n/e","n/e","0","","n/e","197","n/e","n/e","n/e","n/e","0","n/e","n/e","263"
"BZN|GR","20.05.2020 01:00 - 20.05.2020 02:00 (CET)","n/e","243","n/e","2284","n/e","0","n/e","n/e","n/e","0","","n/e","96","n/e","n/e","n/e","n/e","0","n/e","n/e","276"
"BZN|GR","20.05.2020 02:00 - 20.05.2020 03:00 (CET)","n/e","242","n/e","2126","n/e","0","n/e","n/e","n/e","0","","n/e","87","n/e","n/e","n/e","n/e","0","n/e","n/e","317"
"BZN|GR","20.05.2020 03:00 - 20.05.2020 04:00 (CET)","n/e","243","n/e","2137","n/e","0","n/e","n/e","n/e","0","","n/e","100","n/e","n/e","n/e","n/e","0","n/e","n/e","327"
"BZN|GR","20.05.2020 04:00 - 20.05.2020 05:00 (CET)","n/e","243","n/e","2053","n/e","0","n/e","n/e","n/e","0","","n/e","115","n/e","n/e","n/e","n/e","0","n/e","n/e","357"
"BZN|GR","20.05.2020 05:00 - 20.05.2020 06:00 (CET)","n/e","242","n/e","2040","n/e","0","n/e","n/e","n/e","0","","n/e","117","n/e","n/e","n/e","n/e","18","n/e","n/e","441"
"BZN|GR","20.05.2020 06:00 - 20.05.2020 07:00 (CET)","n/e","243","n/e","2185","n/e","0","n/e","n/e","n/e","0","","n/e","290","n/e","n/e","n/e","n/e","166","n/e","n/e","485"
"BZN|GR","20.05.2020 07:00 - 20.05.2020 08:00 (CET)","n/e","240","n/e","2473","n/e","0","n/e","n/e","n/e","0","","n/e","522","n/e","n/e","n/e","n/e","423","n/e","n/e","422"
"BZN|GR","20.05.2020 08:00 - 20.05.2020 09:00 (CET)","n/e","242","n/e","2698","n/e","0","n/e","n/e","n/e","16","","n/e","517","n/e","n/e","n/e","n/e","718","n/e","n/e","388"
"BZN|GR","20.05.2020 09:00 - 20.05.2020 10:00 (CET)","n/e","242","n/e","2702","n/e","0","n/e","n/e","n/e","92","","n/e","501","n/e","n/e","n/e","n/e","977","n/e","n/e","338"
"BZN|GR","20.05.2020 10:00 - 20.05.2020 11:00 (CET)","n/e","238","n/e","2712","n/e","0","n/e","n/e","n/e","99","","n/e","591","n/e","n/e","n/e","n/e","1174","n/e","n/e","357"
"BZN|GR","20.05.2020 11:00 - 20.05.2020 12:00 (CET)","n/e","240","n/e","2662","n/e","0","n/e","n/e","n/e","87","","n/e","590","n/e","n/e","n/e","n/e","1363","n/e","n/e","419"
"BZN|GR","20.05.2020 12:00 - 20.05.2020 13:00 (CET)","n/e","235","n/e","2664","n/e","0","n/e","n/e","n/e","32","","n/e","539","n/e","n/e","n/e","n/e","1470","n/e","n/e","445"
"BZN|GR","20.05.2020 13:00 - 20.05.2020 14:00 (CET)","n/e","241","n/e","2488","n/e","0","n/e","n/e","n/e","0","","n/e","311","n/e","n/e","n/e","n/e","1536","n/e","n/e","480"
"BZN|GR","20.05.2020 14:00 - 20.05.2020 15:00 (CET)","n/e","240","n/e","2226","n/e","0","n/e","n/e","n/e","0","","n/e","189","n/e","n/e","n/e","n/e","1447","n/e","n/e","547"
"BZN|GR","20.05.2020 15:00 - 20.05.2020 16:00 (CET)","n/e","243","n/e","2056","n/e","0","n/e","n/e","n/e","0","","n/e","191","n/e","n/e","n/e","n/e","1216","n/e","n/e","688"
"BZN|GR","20.05.2020 16:00 - 20.05.2020 17:00 (CET)","n/e","243","n/e","2158","n/e","0","n/e","n/e","n/e","0","","n/e","191","n/e","n/e","n/e","n/e","872","n/e","n/e","808"
"BZN|GR","20.05.2020 17:00 - 20.05.2020 18:00 (CET)","n/e","237","n/e","2393","n/e","0","n/e","n/e","n/e","0","","n/e","277","n/e","n/e","n/e","n/e","465","n/e","n/e","865"
"BZN|GR","20.05.2020 18:00 - 20.05.2020 19:00 (CET)","n/e","242","n/e","2256","n/e","0","n/e","n/e","n/e","128","","n/e","408","n/e","n/e","n/e","n/e","145","n/e","n/e","924"
"BZN|GR","20.05.2020 19:00 - 20.05.2020 20:00 (CET)","n/e","241","n/e","2318","n/e","0","n/e","n/e","n/e","228","","n/e","588","n/e","n/e","n/e","n/e","13","n/e","n/e","945"
"BZN|GR","20.05.2020 20:00 - 20.05.2020 21:00 (CET)","n/e","242","n/e","2623","n/e","0","n/e","n/e","n/e","228","","n/e","538","n/e","n/e","n/e","n/e","0","n/e","n/e","910"
"BZN|GR","20.05.2020 21:00 - 20.05.2020 22:00 (CET)","n/e","242","n/e","2374","n/e","0","n/e","n/e","n/e","119","","n/e","390","n/e","n/e","n/e","n/e","0","n/e","n/e","949"
"BZN|GR","20.05.2020 22:00 - 20.05.2020 23:00 (CET)","n/e","241","n/e","2376","n/e","0","n/e","n/e","n/e","6","","n/e","243","n/e","n/e","n/e","n/e","0","n/e","n/e","925"
"BZN|GR","20.05.2020 23:00 - 21.05.2020 00:00 (CET)","n/e","243","n/e","1978","n/e","0","n/e","n/e","n/e","0","","n/e","47","n/e","n/e","n/e","n/e","0","n/e","n/e","810"
"BZN|GR","21.05.2020 00:00 - 21.05.2020 01:00 (CET)","n/e","241","n/e","1901","n/e","0","n/e","n/e","n/e","0","","n/e","43","n/e","n/e","n/e","n/e","0","n/e","n/e","759"
"BZN|GR","21.05.2020 01:00 - 21.05.2020 02:00 (CET)","n/e","242","n/e","1818","n/e","0","n/e","n/e","n/e","0","","n/e","33","n/e","n/e","n/e","n/e","0","n/e","n/e","686"
"BZN|GR","21.05.2020 02:00 - 21.05.2020 03:00 (CET)","n/e","242","n/e","1700","n/e","0","n/e","n/e","n/e","0","","n/e","34","n/e","n/e","n/e","n/e","0","n/e","n/e","733"
"BZN|GR","21.05.2020 03:00 - 21.05.2020 04:00 (CET)","n/e","242","n/e","1617","n/e","0","n/e","n/e","n/e","0","","n/e","30","n/e","n/e","n/e","n/e","0","n/e","n/e","818"
"BZN|GR","21.05.2020 04:00 - 21.05.2020 05:00 (CET)","n/e","243","n/e","1505","n/e","0","n/e","n/e","n/e","0","","n/e","56","n/e","n/e","n/e","n/e","0","n/e","n/e","890"
"BZN|GR","21.05.2020 05:00 - 21.05.2020 06:00 (CET)","n/e","243","n/e","1414","n/e","0","n/e","n/e","n/e","0","","n/e","59","n/e","n/e","n/e","n/e","20","n/e","n/e","932"
"BZN|GR","21.05.2020 06:00 - 21.05.2020 07:00 (CET)","n/e","242","n/e","1585","n/e","0","n/e","n/e","n/e","0","","n/e","181","n/e","n/e","n/e","n/e","191","n/e","n/e","904"
"BZN|GR","21.05.2020 07:00 - 21.05.2020 08:00 (CET)","n/e","243","n/e","1742","n/e","0","n/e","n/e","n/e","58","","n/e","449","n/e","n/e","n/e","n/e","539","n/e","n/e","844"
"BZN|GR","21.05.2020 08:00 - 21.05.2020 09:00 (CET)","n/e","240","n/e","1684","n/e","0","n/e","n/e","n/e","127","","n/e","564","n/e","n/e","n/e","n/e","833","n/e","n/e","764"
"BZN|GR","21.05.2020 09:00 - 21.05.2020 10:00 (CET)","n/e","242","n/e","1678","n/e","0","n/e","n/e","n/e","219","","n/e","681","n/e","n/e","n/e","n/e","1017","n/e","n/e","772"
"BZN|GR","21.05.2020 10:00 - 21.05.2020 11:00 (CET)","n/e","243","n/e","1980","n/e","0","n/e","n/e","n/e","117","","n/e","518","n/e","n/e","n/e","n/e","1149","n/e","n/e","828"
"BZN|GR","21.05.2020 11:00 - 21.05.2020 12:00 (CET)","n/e","242","n/e","1877","n/e","0","n/e","n/e","n/e","110","","n/e","537","n/e","n/e","n/e","n/e","1199","n/e","n/e","929"
